car_name,model,mileage(Km),year,condition,price(₦)
Mercedes-Benz,Ml350,119484,2007,NigerianUsed,3818000
Mercedes-Benz,C320,445832,2002,NigerianUsed,1242000
Toyota,Highlander,125531,2010,NigerianUsed,5050000
Mercedes-Benz,Cl500,52726,2006,ForeignUsed,2810000
Toyota,Camry,168063,2006,ForeignUsed,2250000
Mercedes-Benz,C300,74935,2015,NigerianUsed,11210000
Toyota,Camry,136823,2014,NigerianUsed,3818000
Honda,Accord,84385,2010,NigerianUsed,2250000
Hyundai,Accent,20823,2018,New,5386000
Honda,Accord,246330,2006,NigerianUsed,1410000
Toyota,Avalon,149573,2003,NigerianUsed,1242000
Toyota,Camry,168992,2007,NigerianUsed,2250000
Lexus,Rx,142200,2005,NigerianUsed,2810000
Kia,Cerato,8645,2020,NigerianUsed,7850000
Toyota,4Runner,213500,2004,NigerianUsed,1578000
Hyundai,Veracruz,116158,2012,ForeignUsed,4490000
Dodge,Caliber,88855,2007,ForeignUsed,2922000
Mercedes-Benz,C230,301968,2005,NigerianUsed,1354000
Mazda,Premacy,285125,1999,NigerianUsed,1130000
Mitsubishi,Pajero,107105,2015,NigerianUsed,5610000
Toyota,4Runner,79102,2003,NigerianUsed,2810000
Honda,Civic,89031,2013,NigerianUsed,2362000
Kia,Optima,17832,2009,NigerianUsed,850000
Honda,Accord,94169,2007,NigerianUsed,1130000
Mercedes,benz,177051,2005,ForeignUsed,2474000
Jaguar,X-Type,228685,2003,NigerianUsed,794000
Honda,Accord,125051,2008,NigerianUsed,1522000
Mercedes-Benz,Ml350,131427,2008,NigerianUsed,3594000
Toyota,Camry,116839,2012,ForeignUsed,4714000
Nissan,Maxima,192088,2006,NigerianUsed,1130000
Nissan,Murano,33949,2009,NigerianUsed,1466000
Nissan,Altima,102158,2007,NigerianUsed,1074000
Toyota,Camry,75607,2003,NigerianUsed,1690000
Toyota,Sienna,85361,2011,ForeignUsed,7346000
BMW,5,156402,2011,ForeignUsed,7290000
Honda,Accord,353271,2002,NigerianUsed,1466000
Mercedes-Benz,Ml350,14885,2012,ForeignUsed,11210000
Infiniti,Fx,189800,2004,ForeignUsed,2810000
Nissan,Titan,54769,2008,NigerianUsed,2810000
Lexus,Rx,10418,2015,ForeignUsed,9306000
Lexus,NX,37883,2018,NigerianUsed,28010000
Honda,Cr-V,308248,2004,NigerianUsed,967000
Toyota,Camry,106827,2012,ForeignUsed,5050000
Toyota,Camry,224704,2005,NigerianUsed,1690000
Mercury,Villager,99842,2001,NigerianUsed,626000
Acura,Mdx,96077,2008,NigerianUsed,3594000
Honda,Civic,217459,2009,NigerianUsed,1732000
Nissan,X-Trail,66518,2014,ForeignUsed,6730000
Kia,Carnival,238881,2006,NigerianUsed,1130000
Toyota,Camry,167985,2008,NigerianUsed,2530000
Ford,Explorer,166537,2009,ForeignUsed,5610000
Honda,Pilot,61346,2011,NigerianUsed,5610000
Volvo,V60,56968,2015,ForeignUsed,7850000
Toyota,Corolla,296678,2006,ForeignUsed,2642000
Mercedes-Benz,Ml350,84358,2006,NigerianUsed,3930000
Ford,Explorer,136724,2006,NigerianUsed,1802000
Volkswagen,CC,169975,2009,NigerianUsed,2026000
Hyundai,Sonata,160581,2009,NigerianUsed,1466000
Honda,Ridgeline,172357,2006,ForeignUsed,4490000
Honda,City,138695,2006,NigerianUsed,1018000
Mercedes-Benz,Ml350,145361,2013,ForeignUsed,12890000
Volkswagen,Tiguan,98337,2010,ForeignUsed,3146000
Toyota,Corolla,208233,2003,NigerianUsed,1578000
Toyota,Highlander,24479,2014,ForeignUsed,9922000
Toyota,Camry,101370,2007,NigerianUsed,2026000
Hyundai,Elantra,170454,2006,ForeignUsed,1914000
Acura,Mdx,307500,2002,NigerianUsed,1018000
Honda,Odyssey,193340,2006,ForeignUsed,2026000
Lexus,Es,147952,2007,NigerianUsed,3370000
Toyota,Matrix,217913,2003,ForeignUsed,2474000
Infiniti,Qx56,24612,2004,NigerianUsed,4490000
Lexus,Rx,151421,2000,NigerianUsed,1914000
Peugeot,406,320204,2002,NigerianUsed,794000
Toyota,Sequoia,126704,2002,NigerianUsed,1186000
Honda,Pilot,131486,2003,NigerianUsed,1074000
Toyota,Sienna,178093,2004,NigerianUsed,1690000
Mercedes-Benz,C240,138611,2005,ForeignUsed,2586000
Toyota,Highlander,259630,2002,NigerianUsed,1354000
Toyota,Sequoia,175411,2004,NigerianUsed,2250000
Ford,Escape,185152,2014,NigerianUsed,3706000
Lexus,Rx,219978,2007,NigerianUsed,2810000
Acura,Mdx,97953,2004,NigerianUsed,1354000
Toyota,Camry,266654,2001,NigerianUsed,906000
Lexus,Rx,137179,1999,NigerianUsed,1130000
Honda,Accord,179751,2003,NigerianUsed,626000
Toyota,Sienna,211757,2005,NigerianUsed,2250000
Toyota,Rav4,42190,2002,NigerianUsed,1690000
Lexus,Rx,74903,2011,NigerianUsed,5610000
Hyundai,Accent,66399,2014,NigerianUsed,1802000
Acura,Mdx,173526,2006,ForeignUsed,2082000
Mercedes-Benz,C300,112336,2008,ForeignUsed,5050000
Toyota,Tundra,12774,2004,NigerianUsed,2082000
BMW,3,229085,2009,NigerianUsed,1360000
Toyota,Highlander,63487,2010,NigerianUsed,3482000
Suzuki,Grand,126285,2009,NigerianUsed,2810000
Toyota,Matrix,115304,2009,ForeignUsed,3258000
Mercedes-Benz,C300,78609,2011,NigerianUsed,2922000
Toyota,Rav4,183187,2002,NigerianUsed,1354000
Dodge,Avenger,103798,2008,NigerianUsed,2250000
Lexus,Rx,116220,2003,NigerianUsed,3706000
Lexus,Es,23200,2002,NigerianUsed,2026000
Lexus,Rx,139832,2004,NigerianUsed,3146000
Kia,Rio,111663,2014,NigerianUsed,1802000
Land,Rover,146427,2008,ForeignUsed,2418000
Volkswagen,Passat,75617,2013,NigerianUsed,2026000
Honda,Accord,232037,2000,NigerianUsed,458000
Jeep,Liberty,243710,2005,NigerianUsed,1130000
Toyota,Venza,61500,2011,NigerianUsed,4602000
Toyota,Camry,222343,2009,NigerianUsed,2026000
Lexus,Es,164023,2008,NigerianUsed,3258000
Lexus,Gs,211792,2006,NigerianUsed,2474000
Mercedes-Benz,C350,90307,2010,NigerianUsed,2810000
Peugeot,607,104279,2007,NigerianUsed,794000
Toyota,Camry,110832,2013,NigerianUsed,3482000
Ford,Fusion,182307,2012,NigerianUsed,2372500
Toyota,Prius,164114,2006,ForeignUsed,2250000
Hyundai,Trajet,393956,2000,NigerianUsed,1074000
Toyota,Sienna,350691,2000,NigerianUsed,749200
Toyota,Sienna,107633,2001,NigerianUsed,1074000
Kia,Sorento,137635,2012,NigerianUsed,3594000
Toyota,Camry,195555,2003,NigerianUsed,1354000
Toyota,Tundra,199820,2007,NigerianUsed,3460000
Toyota,Camry,210631,2004,NigerianUsed,1578000
Nissan,X-Trail,254115,2005,NigerianUsed,1130000
Ford,Escape,94535,2014,NigerianUsed,3930000
Honda,Accord,45138,2013,NigerianUsed,3370000
Mercedes-Benz,C280,65,2007,NigerianUsed,1690000
Ford,Edge,106177,2010,NigerianUsed,2026000
Kia,Cerato,226766,2009,NigerianUsed,966250
Mercedes-Benz,B150,46473,2009,NigerianUsed,1802000
Nissan,Altima,171029,2007,NigerianUsed,1472500
Toyota,Camry,118993,2007,ForeignUsed,3146000
Acura,Tl,99999,2009,NigerianUsed,3034000
Lexus,Es,95355,2009,ForeignUsed,4266000
Toyota,Sienna,143345,2008,NigerianUsed,1466000
Mercedes-Benz,C300,148228,2011,ForeignUsed,4826000
Mercedes-Benz,GLC43,48780,2017,NigerianUsed,19050000
Toyota,Highlander,164939,2005,NigerianUsed,2026000
Toyota,Sienna,98759,2009,NigerianUsed,2810000
Toyota,Camry,207536,2006,NigerianUsed,1354000
Jeep,Grand,180161,1999,NigerianUsed,850000
Mazda,3,116457,2006,ForeignUsed,1802000
Volkswagen,CC,100693,2012,NigerianUsed,2250000
Mercedes-Benz,S550,76,2007,NigerianUsed,3930000
Infiniti,QX4,142751,1998,NigerianUsed,648400
Toyota,Rav4,176940,2007,NigerianUsed,2586000
Honda,Pilot,86444,2010,ForeignUsed,3818000
Honda,Accord,76601,2008,NigerianUsed,1634000
Nissan,Maxima,153310,2006,ForeignUsed,1466000
Mercedes-Benz,C250,78977,2014,ForeignUsed,10090000
BMW,3,407540,2006,NigerianUsed,2026000
Toyota,Camry,127857,2012,NigerianUsed,4490000
BMW,5,352594,2007,ForeignUsed,3482000
BMW,3,141608,2006,NigerianUsed,1354000
Toyota,Camry,232826,2009,NigerianUsed,2026000
Dodge,Charger,120401,2006,NigerianUsed,1466000
Toyota,Venza,32320,2013,NigerianUsed,6394000
Toyota,Camry,252513,1997,NigerianUsed,906000
Toyota,Highlander,106812,2008,NigerianUsed,3818000
Toyota,Corolla,381029,2006,NigerianUsed,1410000
Honda,Accord,101601,2008,NigerianUsed,1018000
Ford,Edge,195942,2008,ForeignUsed,2922000
Kia,Carens,118073,2012,NigerianUsed,5610000
Audi,A4,59397,2006,ForeignUsed,2026000
Toyota,Sienna,243415,2007,ForeignUsed,2586000
Peugeot,206,280225,2002,NigerianUsed,704400
Mercedes-Benz,CLA250,123212,2014,ForeignUsed,8410000
Toyota,Camry,350553,2007,NigerianUsed,2810000
Toyota,ipsum,178656,2004,NigerianUsed,794000
Ford,Escape,159745,2003,NigerianUsed,794000
Mercedes-Benz,CLA250,68712,2014,ForeignUsed,9235000
Mercedes-Benz,E350,219148,2003,NigerianUsed,2026000
Toyota,Corolla,18780,2020,ForeignUsed,16250000
Toyota,Sienna,247686,1999,NigerianUsed,906000
Land,Rover,284919,2007,NigerianUsed,1354000
Ford,Explorer,193360,2006,NigerianUsed,910000
Toyota,Fj,170154,2007,ForeignUsed,6730000
Jeep,Liberty,247522,2003,NigerianUsed,1466000
Ford,Fusion,159541,2007,NigerianUsed,1186000
Lexus,Rx,164756,2008,NigerianUsed,2362000
Volkswagen,Passat,97772,2012,NigerianUsed,2586000
Lexus,Rx,145342,1999,NigerianUsed,1354000
Toyota,Matrix,265694,2003,ForeignUsed,2372500
Toyota,Corolla,230861,2005,NigerianUsed,2082000
Honda,Pilot,183262,2003,ForeignUsed,1522000
Chevrolet,Aveo,227522,2007,NigerianUsed,715600
Peugeot,301,13520,2013,NigerianUsed,2362000
GAC,GA3-S,60071,2018,NigerianUsed,2810000
Honda,Accord,92048,2010,NigerianUsed,2474000
Lexus,GX470,6021,2003,ForeignUsed,4490000
Acura,Mdx,323658,2001,NigerianUsed,738000
Toyota,Corolla,36246,2010,ForeignUsed,3370000
Mercedes-Benz,E320,94865,2003,NigerianUsed,1130000
Toyota,Highlander,105767,2009,ForeignUsed,5834000
Nissan,Sentra,119311,2009,ForeignUsed,2026000
Honda,Accord,234248,2010,ForeignUsed,4154000
Lexus,Gx,72192,2014,ForeignUsed,16810000
Mercedes-Benz,M-CLASS,110066,2009,ForeignUsed,6170000
Mercedes-Benz,C-CLASS,194561,2009,ForeignUsed,3930000
Toyota,Sienna,106139,2010,ForeignUsed,3146000
Mercedes-Benz,C300,120000,2015,ForeignUsed,11210000
Land,Rover,19416,2006,NigerianUsed,1690000
Mercedes-Benz,GLK,103058,2013,ForeignUsed,10090000
Toyota,4Runner,285219,1999,NigerianUsed,962000
Ford,Edge,89698,2007,NigerianUsed,2250000
Toyota,Corolla,219882,2008,NigerianUsed,1802000
Land,Rover,46887,2010,NigerianUsed,3930000
Dodge,Challenger,54427,2012,NigerianUsed,7626000
Mitsubishi,Montero,219466,1997,NigerianUsed,682000
Lexus,Es,162161,2007,ForeignUsed,4378000
Toyota,Sienna,224145,2007,NigerianUsed,2250000
Peugeot,307,363645,2001,NigerianUsed,962000
Toyota,Yaris,217524,2008,NigerianUsed,1298000
Toyota,Camry,200669,2009,ForeignUsed,3258000
Toyota,Avalon,127626,2005,ForeignUsed,2586000
Hyundai,Tucson,19258,2019,NigerianUsed,12890000
Toyota,Camry,115682,2007,NigerianUsed,1802000
Ford,Edge,84224,2013,NigerianUsed,5386000
Mazda,Cx-7,167692,2007,NigerianUsed,2026000
Jeep,Commander,140340,2007,NigerianUsed,2586000
Toyota,Camry,159279,2007,NigerianUsed,2026000
Honda,Cr-V,19717,2018,NigerianUsed,16810000
Toyota,Avalon,188685,2004,NigerianUsed,1018000
Honda,Accord,83519,2008,NigerianUsed,1466000
Acura,Mdx,286718,2001,NigerianUsed,910000
Lexus,Is,207206,2007,NigerianUsed,1522000
Mercedes-Benz,C300,102874,2011,NigerianUsed,3594000
Mercedes-Benz,C220,76045,2006,ForeignUsed,1472500
Peugeot,508,53029,2016,NigerianUsed,10090000
Acura,Rdx,74925,2008,NigerianUsed,2474000
Mercedes-Benz,C230,150617,2006,ForeignUsed,2474000
Volkswagen,Golf,392225,1995,NigerianUsed,794000
Toyota,Corolla,129405,2009,NigerianUsed,1242000
Ford,Ecosport,75259,2011,NigerianUsed,3594000
Toyota,Camry,139364,2007,ForeignUsed,2810000
Toyota,Venza,93006,2010,NigerianUsed,4378000
Hyundai,Elantra,108146,2013,NigerianUsed,2586000
Lexus,Rx,144570,2005,NigerianUsed,2474000
Nissan,Pathfinder,104627,2007,ForeignUsed,3370000
Volkswagen,Passat,121822,2009,NigerianUsed,2250000
Hyundai,Tucson,107178,2010,NigerianUsed,3034000
Acura,Tl,160439,2012,ForeignUsed,4490000
Peugeot,407,200009,2005,NigerianUsed,906000
Lexus,Gx,218815,2004,NigerianUsed,2810000
Mazda,5,78757,2012,NigerianUsed,1522000
Mercedes-Benz,C300,54410,2015,ForeignUsed,11210000
Peugeot,407,256781,2003,NigerianUsed,850000
Lexus,Rx,269051,2005,NigerianUsed,3370000
Peugeot,407,104170,2006,NigerianUsed,1130000
Toyota,Sienna,180800,2000,NigerianUsed,906000
Pontiac,Vibe,259241,2005,NigerianUsed,1802000
Toyota,Corolla,92697,2005,NigerianUsed,1914000
Toyota,Camry,167314,2002,NigerianUsed,1242000
Honda,Accord,244353,2003,NigerianUsed,850000
Acura,Mdx,108392,2007,NigerianUsed,2474000
Nissan,Altima,193836,2008,NigerianUsed,1130000
Toyota,Sienna,192677,2004,ForeignUsed,2922000
Toyota,4Runner,92458,2005,NigerianUsed,2026000
Land,Rover,147742,2006,NigerianUsed,1690000
Mercedes-Benz,G63,65839,2015,ForeignUsed,34000000
Mercedes-Benz,E320,900022,2003,NigerianUsed,1690000
Subaru,Legacy,181164,2003,NigerianUsed,682000
Mercedes-Benz,E350,182872,2006,ForeignUsed,3370000
Jaguar,XE,30972,2017,ForeignUsed,12330000
Toyota,BUS,684197,2000,ForeignUsed,10650000
Toyota,Corolla,172142,2009,ForeignUsed,3706000
Lincoln,Town,401142,2006,NigerianUsed,2474000
Mercedes-Benz,S550,70383,2007,NigerianUsed,3930000
Toyota,Highlander,77339,2012,NigerianUsed,4714000
MERCEDES,BENZ,234007,2006,NigerianUsed,1242000
Toyota,Rav4,154309,2010,ForeignUsed,5050000
Mitsubishi,Galant,166465,2007,NigerianUsed,906000
Honda,Odyssey,108713,2011,NigerianUsed,2698000
Toyota,Sienna,146297,2007,NigerianUsed,2250000
Toyota,Camry,123364,2009,ForeignUsed,2922000
Honda,Civic,128600,2012,NigerianUsed,3034000
Land,Rover,154815,2006,NigerianUsed,1130000
Toyota,Avalon,56335,2018,ForeignUsed,15690000
Lexus,Is,134931,2006,NigerianUsed,2922000
Toyota,Avalon,174077,1997,NigerianUsed,682000
Mercedes-Benz,C300,27901,2015,NigerianUsed,8074000
Toyota,Camry,125705,2007,NigerianUsed,2026000
Toyota,Corolla,16712,2016,ForeignUsed,4714000
Honda,Pilot,199297,2009,NigerianUsed,2000000
Toyota,Camry,269677,2003,ForeignUsed,2283600
Toyota,Camry,129024,2012,ForeignUsed,4714000
Lexus,Rx,211169,2008,ForeignUsed,3594000
Toyota,Rav4,60724,2014,NigerianUsed,6730000
Toyota,Yaris,110984,2008,NigerianUsed,1421200
Mercedes-Benz,C200,243,2003,NigerianUsed,906000
Mercedes-Benz,E350,71869,2006,ForeignUsed,2586000
Chevrolet,Venture,128773,2004,NigerianUsed,1006800
Toyota,Corolla,83137,2016,ForeignUsed,4714000
Honda,Accord,162281,2008,ForeignUsed,1746000
Toyota,Corolla,54344,2015,NigerianUsed,4490000
Toyota,Fj,116766,2007,NigerianUsed,7290000
Toyota,Corolla,41721,2016,ForeignUsed,4714000
Toyota,Corolla,113017,2004,NigerianUsed,1802000
Honda,Odyssey,88737,2012,NigerianUsed,2026000
Toyota,Camry,144055,2008,NigerianUsed,2362000
Lexus,Es,104757,2007,NigerianUsed,2935000
Nissan,Pathfinder,70168,2007,NigerianUsed,2026000
Volkswagen,Touran,314545,2003,NigerianUsed,659600
Toyota,Highlander,136414,2003,NigerianUsed,1578000
Toyota,Camry,285734,1997,NigerianUsed,570000
Toyota,Venza,90531,2009,NigerianUsed,3482000
Toyota,Camry,87966,2007,NigerianUsed,1802000
Ford,Explorer,50368,2016,ForeignUsed,16810000
Toyota,Harrier,410472,2000,NigerianUsed,1130000
Mercedes-Benz,C300,1111,2008,ForeignUsed,3370000
Kia,Rio,53653,2013,NigerianUsed,1697500
Volkswagen,Passat,75753,2013,NigerianUsed,3146000
Toyota,Camry,183418,2006,NigerianUsed,1354000
Toyota,Rav4,102327,2007,NigerianUsed,2250000
Toyota,Sienna,218172,2011,NigerianUsed,4490000
Mercedes-Benz,GL450,111111,2007,NigerianUsed,3706000
Lexus,GS,169584,2008,NigerianUsed,3930000
Lexus,GX470,72540,2007,NigerianUsed,4490000
Mitsubishi,Pajero,145987,2011,ForeignUsed,5050000
Toyota,Avalon,208913,2005,NigerianUsed,1914000
Toyota,Corolla,150213,2008,NigerianUsed,1578000
Toyota,Camry,320072,2002,NigerianUsed,1354000
Mercedes-Benz,GLE350,66617,2016,ForeignUsed,20170000
Ford,Edge,179200,2008,NigerianUsed,1690000
Lexus,Rx,1870,2000,ForeignUsed,3090000
Lexus,Es,169656,2007,NigerianUsed,3594000
Honda,Accord,321568,2003,NigerianUsed,906000
Toyota,Corolla,167524,2007,ForeignUsed,2664400
Ford,E-Series,232683,2012,ForeignUsed,5610000
Mazda,626,290518,1998,NigerianUsed,626000
Mercedes-Benz,CLS,99227,2005,NigerianUsed,1690000
Honda,Accord,135328,2010,NigerianUsed,2250000
Kia,Cerato,197687,2008,NigerianUsed,1130000
Toyota,Rav4,233456,2006,NigerianUsed,3370000
Toyota,Camry,39974,2007,NigerianUsed,2026000
Toyota,Highlander,48668,2016,NigerianUsed,8634000
Mercedes-Benz,Ml350,114524,2006,NigerianUsed,3146000
Toyota,Highlander,157010,2008,NigerianUsed,3930000
Skoda,Octavia,45879,2012,NigerianUsed,1802000
Toyota,Camry,231228,2002,NigerianUsed,1354000
Ford,SMAX,285474,2009,NigerianUsed,2250000
Cadillac,Srx,232504,2010,NigerianUsed,3370000
Toyota,Tundra,113100,2007,NigerianUsed,6170000
Toyota,Corolla,113834,2005,NigerianUsed,2026000
Kia,Sedona,206870,2007,NigerianUsed,1130000
Honda,Accord,164763,2006,NigerianUsed,1466000
Toyota,Highlander,152321,2001,NigerianUsed,1914000
Toyota,Camry,145156,2002,NigerianUsed,1354000
Toyota,Camry,164151,2005,NigerianUsed,1634000
Toyota,Sequoia,5286,2005,NigerianUsed,1690000
Toyota,Camry,140388,2005,NigerianUsed,1354000
Kia,Cerato,45868,2010,NigerianUsed,1018000
Honda,Pilot,1010,2003,NigerianUsed,1634000
Honda,Odyssey,215312,2010,ForeignUsed,3370000
Honda,Accord,209833,2008,NigerianUsed,1746000
Mercedes-Benz,GL450,87660,2011,NigerianUsed,5554000
Toyota,Sienna,214532,2002,NigerianUsed,1354000
Toyota,Camry,95252,2009,ForeignUsed,2698000
GMC,Acadia,112892,2014,NigerianUsed,5162000
Lexus,Es,99751,2007,NigerianUsed,3034000
Toyota,Camry,129315,2007,NigerianUsed,1802000
Hyundai,Veloster,33027,2013,NigerianUsed,2922000
Toyota,Corolla,25740,2015,ForeignUsed,6170000
Ford,Explorer,156239,2013,ForeignUsed,7290000
Chevrolet,Epica,144346,2009,NigerianUsed,1914000
Toyota,Tundra,101196,2011,ForeignUsed,11260000
Toyota,Corolla,81896,2010,NigerianUsed,2362000
Toyota,Venza,71484,2015,NigerianUsed,5610000
Toyota,Rav4,181469,2002,NigerianUsed,1130000
Toyota,Highlander,263078,2009,NigerianUsed,3370000
Honda,Cr-V,182493,2008,NigerianUsed,2026000
Ford,Edge,147267,2014,NigerianUsed,5050000
Toyota,Highlander,93857,2007,NigerianUsed,4714000
Toyota,Highlander,173874,2008,NigerianUsed,2822500
Toyota,Corolla,66899,2011,ForeignUsed,3706000
Mercedes-Benz,C300,133047,2009,NigerianUsed,2810000
Land,Rover,72071,2010,NigerianUsed,5050000
Toyota,Sienna,159434,2004,ForeignUsed,2810000
Toyota,Solara,1010,2004,NigerianUsed,1746000
Mazda,6,91334,2007,NigerianUsed,794000
Peugeot,307,165848,2008,NigerianUsed,906000
Lexus,Rx,164,2000,NigerianUsed,1690000
Mercedes-Benz,E550,30121,2011,NigerianUsed,4490000
Lexus,Es,63726,2006,NigerianUsed,2138000
Lexus,Is,83378,2008,NigerianUsed,2586000
Kia,Rio,97704,2011,NigerianUsed,906000
Mercedes-Benz,Ml350,102445,2013,ForeignUsed,13002000
Suzuki,XL-7,218686,2001,NigerianUsed,514000
Volvo,XC,105108,2011,NigerianUsed,3594000
Ford,Edge,316622,2011,NigerianUsed,2810000
Infiniti,Qx4,226429,1997,NigerianUsed,738000
Lexus,Gs,137698,2006,ForeignUsed,3706000
Mercedes-Benz,Ml500,167308,2003,NigerianUsed,1578000
Toyota,Highlander,75139,2002,NigerianUsed,2026000
Land,Rover,187052,2009,NigerianUsed,5610000
Lexus,Es,64717,2007,NigerianUsed,3706000
Land,Rover,140000,2004,NigerianUsed,2250000
Toyota,Venza,114375,2010,ForeignUsed,5610000
Lexus,Gx,163151,2004,NigerianUsed,3930000
Mercedes-Benz,Sprinter,604158,2007,NigerianUsed,4490000
Mercedes-Benz,a170,247568,2003,ForeignUsed,1466000
Toyota,Sienna,211709,2000,NigerianUsed,1242000
Jeep,Liberty,89781,2012,NigerianUsed,4266000
Hyundai,Santa,197923,2004,NigerianUsed,1247500
Toyota,Venza,113446,2013,NigerianUsed,4826000
Nissan,Versa,84236,2014,ForeignUsed,2810000
Honda,Accord,69811,2016,NigerianUsed,5050000
Hyundai,Sonata,106382,2012,ForeignUsed,3034000
Toyota,Rav4,152277,2006,NigerianUsed,1858000
Volkswagen,Passat,125452,2008,NigerianUsed,1354000
Peugeot,508,71227,2014,NigerianUsed,3370000
Hyundai,Santa,198052,2007,ForeignUsed,2810000
Toyota,Matrix,206044,2003,NigerianUsed,1578000
Mercedes-Benz,Gl420,63085,2013,NigerianUsed,15690000
Toyota,Camry,76090,2013,ForeignUsed,5610000
Lexus,Es,148410,2008,NigerianUsed,3370000
Volkswagen,Touareg,183839,2004,NigerianUsed,1690000
Toyota,Sienna,179750,2013,NigerianUsed,3930000
Kia,Optima,111140,2012,NigerianUsed,2700000
Kia,RIO,127373,2013,NigerianUsed,1690000
Toyota,Corolla,211181,2008,NigerianUsed,1018000
Honda,Accord,411658,2008,NigerianUsed,1410000
Land,Rover,167396,2008,NigerianUsed,2586000
Kia,K,113527,2013,ForeignUsed,4042000
Toyota,Solara,132931,2004,NigerianUsed,1354000
Nissan,Altima,199759,2005,NigerianUsed,682000
Nissan,Altima,44140,2014,NigerianUsed,3370000
Ford,Taurus,167869,2008,NigerianUsed,1298000
Toyota,Camry,236315,2000,NigerianUsed,962000
Toyota,Camry,244360,1995,NigerianUsed,420000
Toyota,Camry,54247,2012,ForeignUsed,4938000
Mini,Cooper,319211,2002,NigerianUsed,906000
Volkswagen,Passat,11,2006,NigerianUsed,1130000
Kia,Sportage,147916,2008,NigerianUsed,1354000
Toyota,Camry,315410,2002,NigerianUsed,1018000
Lexus,Lx,11886,2016,ForeignUsed,60900000
Toyota,Avalon,245948,2000,NigerianUsed,906000
Mercedes-Benz,C300,141038,2010,ForeignUsed,3594000
Nissan,Quest,185804,2008,NigerianUsed,1360000
Mercedes-Benz,E350,65126,2010,NigerianUsed,4490000
Nissan,Altima,190209,2012,NigerianUsed,2250000
Lexus,Es,73033,2009,NigerianUsed,3594000
Mercedes-Benz,E350,86981,2007,NigerianUsed,1802000
Toyota,Rav4,129937,2008,NigerianUsed,2586000
Honda,Accord,150026,2008,NigerianUsed,1690000
Chrysler,Sebring,191755,2004,NigerianUsed,1130000
Toyota,Avalon,206142,2003,NigerianUsed,1242000
Chrysler,Town,119631,2005,NigerianUsed,570000
Toyota,Matrix,87896,2010,ForeignUsed,3930000
Infiniti,Qx56,166297,2004,ForeignUsed,4490000
Toyota,Land,1544,2007,NigerianUsed,4490000
Mercedes-Benz,GL450,122890,2007,NigerianUsed,3034000
Toyota,Corolla,78854,2005,ForeignUsed,2866000
Mercedes-Benz,GL-CLASS,104242,2013,ForeignUsed,16810000
Lexus,Rx,183984,1999,NigerianUsed,1163600
Toyota,Corolla,299999,2004,NigerianUsed,1802000
Ford,Focus,36765,2016,NigerianUsed,4490000
Mitsubishi,SpaceStar,133702,2001,NigerianUsed,626000
Lexus,Gx,154032,2008,ForeignUsed,7850000
Lexus,Gx,110044,2005,NigerianUsed,3494500
Mercedes-Benz,C320,241966,2004,NigerianUsed,1466000
Hyundai,Elantra,160243,2008,ForeignUsed,2082000
Toyota,Venza,168746,2010,NigerianUsed,6170000
Ford,Explorer,275643,2002,NigerianUsed,1130000
Toyota,Highlander,67400,2008,NigerianUsed,5050000
Toyota,Camry,190561,2002,NigerianUsed,1466000
Land,Rover,143852,2006,NigerianUsed,1914000
Toyota,Corolla,13470,2016,NigerianUsed,5946000
range,rover,192990,2006,NigerianUsed,3370000
Toyota,Corolla,86714,2017,ForeignUsed,8970000
Toyota,Camry,230545,2011,ForeignUsed,3930000
Toyota,Sienna,320092,2006,NigerianUsed,1802000
Lexus,Gx,45889,2015,NigerianUsed,16810000
Mercedes-Benz,C230,126999,2006,NigerianUsed,2698000
Toyota,Highlander,273080,2006,ForeignUsed,3818000
Toyota,Highlander,92434,2009,ForeignUsed,5162000
Honda,Odyssey,258939,2007,NigerianUsed,1410000
Toyota,Camry,191262,2005,ForeignUsed,2362000
BMW,330XI,149130,2006,ForeignUsed,2586000
Ford,Explorer,43186,2011,NigerianUsed,5162000
Honda,Accord,9413,2018,ForeignUsed,11210000
Toyota,Avalon,43089,2005,NigerianUsed,1018000
Toyota,Venza,43839,2010,NigerianUsed,4882000
Nissan,Pathfinder,97791,2002,NigerianUsed,906000
Toyota,Highlander,172070,2008,NigerianUsed,3594000
Toyota,Fortuner,12552,2018,NigerianUsed,21290000
Mercedes-Benz,C300,143685,2010,ForeignUsed,3930000
Acura,Rdx,43858,2008,ForeignUsed,3146000
Mercedes-Benz,CLS,195322,2005,NigerianUsed,3146000
Toyota,Camry,127849,2007,NigerianUsed,2250000
Suzuki,Forenza,99514,2007,NigerianUsed,738000
Toyota,Highlander,169390,2002,NigerianUsed,1802000
Lexus,NX,9604,2017,ForeignUsed,17930000
Toyota,Camry,271856,2006,NigerianUsed,1690000
Mercedes-Benz,CLA250,100158,2014,NigerianUsed,7626000
Hyundai,Sonata,19714,2019,NigerianUsed,8410000
Nissan,Sentra,287510,2012,NigerianUsed,1466000
Land,Rover,112424,2007,NigerianUsed,2026000
Mini,Cooper,129994,2012,NigerianUsed,5610000
Toyota,Camry,209800,2003,NigerianUsed,1410000
Toyota,Corolla,134594,2005,NigerianUsed,1690000
Hyundai,Sonata,43044,2011,NigerianUsed,3930000
Honda,Civic,101256,2004,NigerianUsed,659600
Lexus,Es,228502,2004,NigerianUsed,1802000
