car_name,model,mileage(Km),year,condition,price(₦)
Toyota,Corolla,157615,2000,NigerianUsed,794000
Dodge,Charger,105249,2008,NigerianUsed,1130000
Acura,Tl,139505,2004,NigerianUsed,1018000
Toyota,Corolla,131615,2002,NigerianUsed,850000
Honda,Accord,148147,2007,NigerianUsed,1242000
Ford,Edge,91481,2012,NigerianUsed,3370000
Ford,Ranger,111684,2012,NigerianUsed,2810000
Infiniti,Qx,143177,2001,NigerianUsed,1242000
Volkswagen,Sharan,231784,2000,ForeignUsed,1970000
Ford,Edge,108642,2008,NigerianUsed,1690000
Mercedes-Benz,Ml350,81910,2014,NigerianUsed,8522000
Lexus,Is,86331,2007,NigerianUsed,2362000
Nissan,Xterra,154979,2007,NigerianUsed,1242000
Honda,Odyssey,148669,2006,ForeignUsed,2586000
Nissan,Armada,63889,2007,NigerianUsed,1186000
Toyota,4Runner,208209,2000,NigerianUsed,794000
Volkswagen,Passat,59082,2012,NigerianUsed,3090000
Honda,Accord,28899,2018,NigerianUsed,12330000
Nissan,Pathfinder,126029,2003,NigerianUsed,738000
Mercedes-Benz,E350,110935,2012,ForeignUsed,7660000
Toyota,Avalon,86719,2006,NigerianUsed,1858000
Toyota,Camry,233603,2008,NigerianUsed,2026000
Honda,Cr-V,85995,2005,NigerianUsed,1354000
Toyota,Camry,149729,2012,NigerianUsed,2922000
Nissan,Pathfinder,134066,2005,NigerianUsed,1068400
Honda,Accord,91393,2003,NigerianUsed,1074000
Lexus,Gx,94953,2004,NigerianUsed,3370000
Nissan,Titan,250091,2007,ForeignUsed,4510000
Volkswagen,Passat,5538,2008,NigerianUsed,1354000
Mercedes-Benz,E500,221916,2005,ForeignUsed,1690000
Hyundai,Sonata,133217,2015,ForeignUsed,4735000
Toyota,Corolla,252128,2008,NigerianUsed,2810000
Acura,Mdx,253471,2001,NigerianUsed,1130000
Mercedes-Benz,E350,62587,2010,ForeignUsed,8400000
Nissan,Rogue,157152,2011,NigerianUsed,2362000
Hyundai,Elantra,94054,2008,NigerianUsed,1466000
Toyota,Camry,60168,2010,NigerianUsed,2250000
Volkswagen,Jetta,117808,1999,NigerianUsed,536400
Nissan,Maxima,138830,2009,ForeignUsed,2586000
Mercedes-Benz,C,276543,2000,NigerianUsed,794000
Acura,Tlx,1,2004,NigerianUsed,906000
Hyundai,Veloster,117496,2012,NigerianUsed,3146000
Volkswagen,Sharan,224602,2001,NigerianUsed,906000
Mazda,626,185890,1999,NigerianUsed,850000
Lexus,Rx,133649,2011,NigerianUsed,7290000
Mercedes-Benz,GL450,103454,2008,NigerianUsed,2810000
Toyota,Highlander,53156,2012,NigerianUsed,5610000
Honda,Accord,266453,2006,ForeignUsed,1690000
Kia,Mohave,131528,2014,NigerianUsed,2810000
Toyota,Camry,123574,2012,ForeignUsed,4490000
Honda,Cr-V,169621,1997,NigerianUsed,794000
Audi,Q7,54861,2014,NigerianUsed,11546000
Toyota,Camry,119217,2008,ForeignUsed,3258000
Mercedes-Benz,S350,112124,2006,ForeignUsed,3594000
Honda,Odyssey,88720,2012,NigerianUsed,2000000
Toyota,Sienna,198032,2004,NigerianUsed,2082000
Volkswagen,Passat,95669,2008,NigerianUsed,1130000
Toyota,Camry,184498,2002,NigerianUsed,1690000
Honda,Accord,91886,2006,NigerianUsed,1018000
Toyota,Venza,163018,2013,ForeignUsed,8970000
Land,Rover,92078,2013,ForeignUsed,11210000
Honda,Cr-V,338230,2005,NigerianUsed,1186000
Ford,Escape,301670,2005,NigerianUsed,1690000
Volkswagen,Golf,248815,1994,NigerianUsed,458000
Nissan,Maxima,75011,2012,NigerianUsed,1578000
Mercedes-Benz,GLK,182638,2012,NigerianUsed,4490000
Toyota,Camry,161235,2013,NigerianUsed,4042000
Mazda,5,175347,2007,NigerianUsed,1074000
Honda,Accord,107706,2013,NigerianUsed,3930000
Toyota,Picnic,170241,2001,ForeignUsed,2586000
Toyota,Corolla,51938,2017,ForeignUsed,7322500
Toyota,Sienna,55719,2015,NigerianUsed,4490000
Toyota,Camry,145587,2009,ForeignUsed,2922000
Peugeot,607,999999,2004,NigerianUsed,906000
Toyota,Sequoia,123905,2005,NigerianUsed,1690000
Infiniti,Qx,88566,2001,NigerianUsed,794000
Mercedes-Benz,Ml350,117389,2012,NigerianUsed,10090000
Honda,Pilot,128687,2006,NigerianUsed,1242000
Honda,Cr-V,246449,2007,NigerianUsed,1746000
Lexus,Rx,366309,2000,NigerianUsed,1914000
Mercedes-Benz,C43,1012,2019,ForeignUsed,22410000
Toyota,Avensis,95480,2004,NigerianUsed,810000
Lexus,Rx,70935,2013,ForeignUsed,10650000
Lexus,Es,172557,2010,NigerianUsed,4266000
Toyota,Corolla,233560,2005,ForeignUsed,2810000
Toyota,Camry,177369,2012,ForeignUsed,4714000
Hyundai,Sonata,164773,2011,NigerianUsed,2362000
Acura,Mdx,227584,2007,NigerianUsed,2026000
Toyota,Camry,78796,2015,ForeignUsed,6730000
Honda,Accord,147269,1994,NigerianUsed,402000
Toyota,Avalon,105765,2011,ForeignUsed,4266000
Mercedes-Benz,GL450,193795,2007,NigerianUsed,3370000
Toyota,Camry,123335,2004,ForeignUsed,1970000
Honda,Accord,261968,2003,NigerianUsed,738000
Land,Rover,28425,2018,ForeignUsed,46135000
Honda,Accord,232560,2008,NigerianUsed,1690000
Lexus,Rx,119026,2005,NigerianUsed,2474000
Cadillac,Srx,289580,2010,ForeignUsed,6730000
Kia,JOICE,112233,1999,NigerianUsed,626000
Lexus,Is,95304,2006,NigerianUsed,2586000
Lexus,Rx,94657,2004,NigerianUsed,2272400
Toyota,Venza,84235,2009,NigerianUsed,4714000
Honda,Civic,133106,2012,NigerianUsed,2810000
Toyota,Venza,92945,2010,ForeignUsed,7290000
Audi,A4,88210,2009,ForeignUsed,2922000
Toyota,Fj,126364,2007,ForeignUsed,7850000
Ford,F-150,111867,2010,ForeignUsed,4490000
Honda,Accord,82222,2011,NigerianUsed,1578000
Mercedes-Benz,S600,173040,2007,ForeignUsed,5747500
Hyundai,Elantra,131771,2013,ForeignUsed,3482000
Lexus,Gx,106218,2007,NigerianUsed,3258000
Toyota,Solara,92872,2007,NigerianUsed,1690000
Acura,Zdx,92564,2010,NigerianUsed,3482000
Nissan,Altima,103121,2011,ForeignUsed,2810000
Toyota,Sequoia,94816,2008,NigerianUsed,5610000
Infiniti,Fx,61906,2004,NigerianUsed,2250000
Honda,Accord,12206,2013,ForeignUsed,5162000
BMW,5,199000,2007,NigerianUsed,2026000
Toyota,Camry,260697,1998,NigerianUsed,570000
Toyota,Camry,160854,2006,NigerianUsed,1522000
Ford,Flex,265485,2010,NigerianUsed,3370000
Hyundai,Santa,140616,2009,ForeignUsed,3034000
Honda,Accord,120801,2008,ForeignUsed,2586000
Hyundai,Sonata,142580,2011,NigerianUsed,2372500
Mercedes-Benz,E430,999999,2001,NigerianUsed,794000
Kia,Optima,100614,2013,NigerianUsed,2250000
Honda,Odyssey,195211,2008,ForeignUsed,1866250
Lexus,Es,175275,2006,NigerianUsed,1768400
Toyota,Highlander,55305,2015,ForeignUsed,10090000
Volkswagen,Passat,224621,1998,NigerianUsed,458000
Toyota,Highlander,205084,2002,NigerianUsed,1802000
Toyota,Rav4,186370,2008,ForeignUsed,4042000
Toyota,Camry,184952,2003,ForeignUsed,2362000
Mercedes-Benz,C320,200999,2001,NigerianUsed,1130000
Mercedes-Benz,C300,52480,2011,ForeignUsed,5834000
Hyundai,Sonata,169097,2012,ForeignUsed,3370000
Acura,Tl,196273,2003,NigerianUsed,682000
Nissan,Maxima,219340,2003,NigerianUsed,458000
Nissan,Civilian,110925,2011,NigerianUsed,5610000
Toyota,Highlander,3279,2019,ForeignUsed,18010000
Acura,Mdx,97800,2008,ForeignUsed,3930000
Toyota,Sequoia,149393,2003,NigerianUsed,1360000
Toyota,Highlander,153503,2011,NigerianUsed,5890000
Nissan,Cefiro,119212,2005,NigerianUsed,797500
Hyundai,Azera,48700,2014,NigerianUsed,3930000
Toyota,Camry,183363,2010,NigerianUsed,2362000
Infiniti,Fx,165326,2008,NigerianUsed,1690000
Mercedes-Benz,GLK,147357,2013,NigerianUsed,7850000
Chevrolet,Traverse,41558,2014,NigerianUsed,3930000
Mercedes-Benz,S550,29644,2011,ForeignUsed,6730000
Audi,Q7,128782,2012,NigerianUsed,9530000
Nissan,Pathfinder,47283,2013,NigerianUsed,5610000
Acura,Tl,88022,2009,ForeignUsed,3594000
Honda,Accord,250393,2001,NigerianUsed,458000
Nissan,Pathfinder,117216,2001,NigerianUsed,570000
Dodge,Caliber,181908,2008,NigerianUsed,2250000
Volkswagen,Passat,21616,2012,NigerianUsed,7850000
Toyota,Sienna,113882,2005,NigerianUsed,1697500
Toyota,Corolla,299999,2004,NigerianUsed,1578000
Lexus,Rx,216402,2007,NigerianUsed,2810000
Mitsubishi,Outlander,151472,2008,NigerianUsed,1186000
Infiniti,Qx,82053,2001,NigerianUsed,794000
Mitsubishi,Pajero,143011,2008,NigerianUsed,2474000
Infiniti,Qx,141626,1999,NigerianUsed,570000
Toyota,Tundra,233251,2006,NigerianUsed,2250000
Ford,Everest,93628,2013,NigerianUsed,2922000
Mercedes-Benz,C300,33326,2012,NigerianUsed,4714000
Kia,Optima,103338,2013,NigerianUsed,2978000
Toyota,Camry,187878,2011,ForeignUsed,3385000
Honda,Odyssey,205760,2003,ForeignUsed,1130000
Mercedes-Benz,M-CLASS,134256,2006,ForeignUsed,4266000
Nissan,Murano,187018,2005,NigerianUsed,966250
Toyota,Corolla,229305,2009,NigerianUsed,2400000
Mercedes-Benz,CLA250,23430,2014,NigerianUsed,9306000
Infiniti,G,274687,2004,NigerianUsed,1466000
Toyota,Rav4,184952,2003,NigerianUsed,1130000
Nissan,Altima,110765,2008,NigerianUsed,1690000
Mercedes-Benz,Ml350,69439,2006,NigerianUsed,2474000
Toyota,Corolla,18462,2016,ForeignUsed,5274000
Toyota,Highlander,129730,2012,ForeignUsed,7514000
Toyota,Camry,276282,1998,NigerianUsed,906000
Toyota,Highlander,84583,2013,NigerianUsed,10090000
Toyota,Corolla,191334,2007,NigerianUsed,1135000
Ford,Escape,206590,2013,NigerianUsed,4154000
Porsche,Boxster,130507,2003,ForeignUsed,4714000
Toyota,Avensis,319130,2004,NigerianUsed,1354000
Peugeot,406,42062,2004,NigerianUsed,906000
Lexus,Rx,86079,2008,NigerianUsed,3594000
Acura,Mdx,85408,2009,NigerianUsed,2586000
Mitsubishi,L200,109895,2014,NigerianUsed,2922000
Peugeot,307,238198,2004,ForeignUsed,1522000
Land,Rover,123000,2006,NigerianUsed,2810000
Toyota,4Runner,112729,1998,NigerianUsed,962000
Honda,Pilot,217266,2005,NigerianUsed,1466000
Toyota,Solara,114633,2008,ForeignUsed,2810000
Mercedes-Benz,E350,41124,2011,ForeignUsed,5834000
Toyota,Camry,169806,1995,NigerianUsed,458000
Ford,Escape,233219,2004,ForeignUsed,1810000
Mercedes-Benz,C300,101479,2008,NigerianUsed,2922000
TOYOTA,Highlander,162578,2001,NigerianUsed,2026000
Dodge,Journey,138131,2009,NigerianUsed,1250000
Mercedes-Benz,E280,72023,2007,NigerianUsed,1466000
Mitsubishi,Endeavor,218372,2004,NigerianUsed,1130000
Toyota,Land,120962,2007,NigerianUsed,2822500
BMW,X5,110861,2008,ForeignUsed,2810000
Toyota,Matrix,234131,2003,NigerianUsed,1354000
Mercedes-Benz,C250,110753,2011,ForeignUsed,3930000
Peugeot,406,130705,1999,NigerianUsed,585000
Mercedes-Benz,Ml350,151325,2012,ForeignUsed,14570000
Toyota,Camry,191467,2009,ForeignUsed,2586000
Mercedes-Benz,C300,95702,2009,ForeignUsed,3706000
Toyota,Corolla,56423,2018,ForeignUsed,8970000
Mazda,MX-5,9864,2011,NigerianUsed,5050000
Toyota,Camry,196060,2007,NigerianUsed,2082000
Nissan,Pathfinder,7713,2014,NigerianUsed,6000000
Renault,Escape,297800,2005,ForeignUsed,1354000
Kia,Rio,133436,2011,NigerianUsed,794000
Toyota,Land,114572,2013,NigerianUsed,14570000
Hyundai,Elantra,97234,2010,ForeignUsed,2698000
Toyota,Land,113303,2013,NigerianUsed,8970000
Jaguar,Xk,999999,2007,NigerianUsed,3395000
Mercedes-Benz,CLA250,17674,2014,ForeignUsed,11270000
Ford,Escape,69530,2014,NigerianUsed,3957500
Honda,Odyssey,354559,2007,ForeignUsed,1800000
Toyota,Land,182811,2008,NigerianUsed,3957500
Land,Rover,179633,2006,ForeignUsed,5050000
Toyota,Camry,78355,2013,ForeignUsed,4602000
Nissan,Kicks,19493,2019,NigerianUsed,6730000
Skoda,Fabia,231563,2011,NigerianUsed,794000
Chevrolet,Trailblazer,225848,2008,ForeignUsed,1932500
Toyota,Venza,99797,2013,NigerianUsed,5050000
Toyota,Camry,107354,2011,ForeignUsed,3986000
Acura,Mdx,145434,2003,NigerianUsed,1201250
Lexus,Es,119851,2007,ForeignUsed,4154000
Ford,Escape,49215,2014,NigerianUsed,3930000
Infiniti,G,57216,2005,NigerianUsed,1466000
Mercedes-Benz,Slk350,111079,2006,ForeignUsed,2922000
Toyota,Corolla,28586,2014,ForeignUsed,5870000
Mitsubishi,L200,160007,2014,NigerianUsed,2698000
Ford,Escape,324614,2008,NigerianUsed,1242000
Hyundai,Sonata,15711,2013,NigerianUsed,3706000
Toyota,Avalon,137091,2000,NigerianUsed,1018000
Ford,Edge,213437,2007,NigerianUsed,2045000
Toyota,Corolla,138493,2014,NigerianUsed,3620000
Toyota,Highlander,52568,2011,NigerianUsed,5610000
Jeep,Liberty,126591,2002,NigerianUsed,751250
Honda,Accord,197503,1998,NigerianUsed,514000
Toyota,Camry,234033,2002,ForeignUsed,2250000
Mercedes-Benz,E350,155764,2010,NigerianUsed,3930000
Peugeot,407,69745,2006,ForeignUsed,1932500
Mercedes-Benz,Gl500,107213,2007,NigerianUsed,3370000
Honda,Accord,150492,2008,ForeignUsed,2270000
Toyota,Venza,185479,2011,ForeignUsed,6320000
Mercedes-Benz,Ml350,70513,2008,NigerianUsed,3930000
Toyota,Rav4,141772,2008,NigerianUsed,1690000
Toyota,Land,151077,2012,NigerianUsed,9530000
Toyota,Avalon,206161,2003,NigerianUsed,1354000
Lexus,Rx,264326,2000,ForeignUsed,2485000
Hyundai,Genesis,152208,2014,ForeignUsed,6170000
Mercedes-Benz,C300,153769,2012,ForeignUsed,5610000
Mercedes-Benz,Ml350,201670,2006,NigerianUsed,2810000
Volkswagen,Touareg,139732,2003,NigerianUsed,1242000
Lexus,Gs,147574,2006,ForeignUsed,3620000
Toyota,Avalon,54954,2015,NigerianUsed,7850000
Toyota,Camry,78299,2009,NigerianUsed,2250000
Ford,Edge,50600,2011,NigerianUsed,3146000
Mercedes-Benz,Glk350,88188,2013,ForeignUsed,9530000
Honda,Accord,136281,2010,NigerianUsed,3034000
Toyota,Camry,51859,2009,NigerianUsed,2270000
Mercedes-Benz,E240,285813,2004,NigerianUsed,1370000
Toyota,4Runner,192488,2005,ForeignUsed,3818000
Lexus,Rx,122080,2000,NigerianUsed,1257500
Mercedes-Benz,C300,125233,2008,NigerianUsed,2832500
Toyota,Camry,74937,2009,NigerianUsed,1858000
Toyota,Sienna,205780,2005,ForeignUsed,2586000
Lexus,Rx,111128,2004,NigerianUsed,2888750
Mercedes-Benz,Ml350,130553,2006,NigerianUsed,1707500
Mercedes-Benz,G550,74549,2014,ForeignUsed,45020000
Mercedes-Benz,G550,95507,2004,NigerianUsed,8457500
Infiniti,Qx,187665,2001,NigerianUsed,638750
Honda,Odyssey,215678,2003,ForeignUsed,1578000
Audi,Q7,86954,2007,NigerianUsed,1802000
Toyota,Corolla,157207,2009,NigerianUsed,2026000
Toyota,Highlander,333875,2005,ForeignUsed,2607500
Toyota,Matrix,174452,2010,NigerianUsed,2270000
Lexus,Rx,75168,2008,NigerianUsed,3620000
Toyota,Venza,70340,2013,NigerianUsed,9020000
Nissan,Altima,108814,2010,ForeignUsed,2026000
Toyota,Camry,95650,2010,NigerianUsed,3370000
Honda,Accord,321871,1994,NigerianUsed,357500
Hyundai,Elantra,75559,2014,NigerianUsed,2474000
Toyota,Corolla,78599,2014,NigerianUsed,3732500
Ford,Edge,209637,2008,NigerianUsed,1932500
Toyota,Avalon,240065,2006,NigerianUsed,2035000
Peugeot,406,266745,2004,NigerianUsed,1032500
Toyota,Land,68131,2013,NigerianUsed,10145000
Honda,Pilot,89701,2009,NigerianUsed,2157500
Volkswagen,CC,85793,2012,NigerianUsed,2485000
Toyota,Camry,177341,1998,NigerianUsed,695000
Toyota,Venza,111974,2009,NigerianUsed,4407500
Toyota,Venza,160532,2009,NigerianUsed,4520000
Mercedes-Benz,CLA250,107086,2015,ForeignUsed,10932500
Infiniti,Qx,142622,1999,NigerianUsed,920000
Hyundai,Santa,122623,2002,NigerianUsed,682000
Toyota,Corolla,230414,2010,NigerianUsed,2495000
Mercedes-Benz,Clk200,217389,2001,ForeignUsed,1707500
Ford,Explorer,105025,2014,NigerianUsed,4520000
Toyota,Camry,206369,2003,NigerianUsed,1354000
Land,Rover,53941,2010,NigerianUsed,3930000
Toyota,Venza,116489,2013,ForeignUsed,7895000
Ford,Explorer,84442,2011,NigerianUsed,3947500
Honda,Cr-V,36265,2012,NigerianUsed,3930000
Jeep,Grand,186623,2008,ForeignUsed,2832500
Hyundai,Tucson,119552,2005,ForeignUsed,1303750
Mercedes-Benz,G63,92043,2013,NigerianUsed,42570000
Hyundai,Elantra,48428,2005,NigerianUsed,1257500
Acura,Mdx,192204,2005,NigerianUsed,1145000
Ford,Focus,76360,2013,NigerianUsed,1850000
Mercedes-Benz,C300,211611,2011,ForeignUsed,5050000
Hyundai,Accent,98443,2012,NigerianUsed,1578000
Toyota,Solara,375992,2004,ForeignUsed,2138000
Toyota,Land,104948,2007,NigerianUsed,3395000
Chrysler,Pt,81377,2002,NigerianUsed,695000
Lexus,Es,73160,2007,ForeignUsed,3845000
Toyota,Rav4,219542,2002,NigerianUsed,1018000
Toyota,Camry,123671,2013,ForeignUsed,5162000
Volkswagen,Sharan,305037,1997,NigerianUsed,794000
Land,Rover,117067,2005,NigerianUsed,2832500
Honda,Civic,45681,2013,NigerianUsed,2832500
Buick,Enclave,295000,2008,NigerianUsed,1697500
Toyota,Highlander,118143,2016,ForeignUsed,11770000
Toyota,Camry,202408,2009,ForeignUsed,3146000
Toyota,Rav4,165345,2009,ForeignUsed,4407500
Ford,Edge,121833,2011,NigerianUsed,3370000
Volkswagen,CC,104671,2011,ForeignUsed,3034000
Nissan,Armada,124514,2007,NigerianUsed,1932500
Toyota,Corolla,239313,2006,NigerianUsed,1802000
BMW,3,241957,2005,ForeignUsed,2607500
Toyota,Highlander,179690,2008,ForeignUsed,5162000
Volkswagen,Golf,244494,1999,NigerianUsed,695000
Mercedes-Benz,E350,141377,2010,NigerianUsed,5645000
Lexus,Is,171442,2007,ForeignUsed,3818000
Honda,Pilot,3,2014,NigerianUsed,7290000
Honda,Accord,145231,2004,NigerianUsed,906000
Volkswagen,Passat,172194,2002,NigerianUsed,906000
Honda,Accord,63491,2012,NigerianUsed,2832500
BMW,X3,128357,2004,ForeignUsed,2698000
Honda,Pilot,134860,2003,NigerianUsed,1410000
Lexus,Es,94931,2009,ForeignUsed,4378000
Land,Rover,145349,2006,NigerianUsed,1914000
Lexus,Rx,280167,2000,ForeignUsed,2586000
Hyundai,Accent,204877,2009,NigerianUsed,850000
Nissan,Qashqai,105207,2015,NigerianUsed,3957500
Toyota,Prius,188331,2007,NigerianUsed,1746000
Toyota,Corona,129702,2001,NigerianUsed,682000
Infiniti,Qx,295351,2001,NigerianUsed,863750
Honda,Pilot,300949,2003,NigerianUsed,807500
Ford,Expedition,46762,2012,NigerianUsed,6170000
Hyundai,Elantra,117209,2013,NigerianUsed,2138000
Toyota,Highlander,138716,2004,NigerianUsed,1802000
Honda,Cr-V,178301,2001,NigerianUsed,738000
Acura,Mdx,177728,2008,NigerianUsed,2082000
Peugeot,BOXER,315540,2004,ForeignUsed,1914000
Toyota,4Runner,83840,2010,ForeignUsed,7660000
Toyota,Corolla,86497,2008,ForeignUsed,2810000
Cadillac,Escalade,287116,2005,NigerianUsed,2586000
Infiniti,G,321618,2007,NigerianUsed,1634000
Kia,Optima,171306,2009,NigerianUsed,1370000
Mercedes-Benz,C63,44258,2013,NigerianUsed,6770000
Honda,Odyssey,188727,2005,ForeignUsed,1932500
Toyota,Hilux,264563,2010,NigerianUsed,4714000
Toyota,Corolla,189488,2006,NigerianUsed,1651250
Nissan,Rogue,377232,2008,NigerianUsed,920000
Lexus,Rx,64066,2011,ForeignUsed,8410000
Toyota,Camry,170813,2002,NigerianUsed,1370000
Jeep,Grand,186659,2008,ForeignUsed,2147500
Chevrolet,Aveo,103185,2009,NigerianUsed,962000
Renault,ESPACE,287116,2002,NigerianUsed,738000
Mercedes-Benz,M-CLASS,74954,2012,NigerianUsed,13450000
Peugeot,406,999999,2002,NigerianUsed,682000
Toyota,Corolla,330259,2003,NigerianUsed,1482500
Mitsubishi,L200,94171,2014,NigerianUsed,2754000
Toyota,Avalon,113341,2005,ForeignUsed,2382500
Toyota,Camry,132902,2007,NigerianUsed,2866000
Chevrolet,Camaro,63751,2015,ForeignUsed,13450000
Nissan,Murano,47538,2010,NigerianUsed,2495000
Chrysler,Town,161122,2003,ForeignUsed,1802000
Land,Rover,187513,2009,NigerianUsed,1820000
Mercedes-Benz,Ml350,150896,2012,NigerianUsed,11770000
Toyota,Venza,85502,2010,NigerianUsed,4520000
Mercedes-Benz,Ml350,159336,2009,ForeignUsed,5498000
Mercedes-Benz,Glk350,161289,2012,NigerianUsed,6170000
Ford,Edge,79118,2007,NigerianUsed,1690000
Nissan,Xterra,126305,2006,NigerianUsed,1354000
Toyota,Corolla,150267,2008,ForeignUsed,3034000
Honda,Odyssey,296932,2005,NigerianUsed,1802000
Nissan,Xterra,82547,2005,NigerianUsed,1145000
Nissan,Pathfinder,145037,2006,NigerianUsed,1032500
Honda,Civic,184297,2010,ForeignUsed,1370000
Toyota,Land,56108,2016,NigerianUsed,16895000
Toyota,Sienna,255341,2007,ForeignUsed,2810000
Peugeot,307,278510,2002,ForeignUsed,1145000
Mercedes-Benz,Gl450,122071,2010,NigerianUsed,3395000
Toyota,Camry,224049,2004,NigerianUsed,1578000
Toyota,Highlander,107308,2013,ForeignUsed,8682500
Chevrolet,Equinox,127889,2008,NigerianUsed,1145000
Infiniti,G37,157356,2009,NigerianUsed,1538750
Toyota,Highlander,110059,2008,ForeignUsed,4970000
Opel,Zafira,252752,2004,ForeignUsed,1595000
Toyota,Sienna,5866,2017,ForeignUsed,8970000
Toyota,Highlander,86273,2008,NigerianUsed,3845000
Toyota,Corolla,73507,2016,ForeignUsed,5420000
Land,Rover,170995,2007,ForeignUsed,3395000
Toyota,Camry,165629,2012,NigerianUsed,3395000
Toyota,Camry,71510,2013,NigerianUsed,4154000
Mazda,6,298673,2004,NigerianUsed,920000
Toyota,Sienna,191878,2005,ForeignUsed,3034000
Toyota,Sienna,138163,2014,NigerianUsed,5420000
Lexus,Rx,98454,1999,NigerianUsed,2250000
Lexus,Gx,226330,2006,ForeignUsed,5610000
Volkswagen,Passat,153560,1997,NigerianUsed,570000
Honda,Accord,161233,2004,NigerianUsed,910000
Toyota,Corolla,191983,2013,ForeignUsed,5050000
Toyota,Hilux,239473,2008,NigerianUsed,5498000
Nissan,Almera,110045,2005,NigerianUsed,751250
Toyota,Rav4,13278,2015,ForeignUsed,7895000
Audi,A6,196431,2006,NigerianUsed,1690000
Renault,Duster,29955,2004,NigerianUsed,1707500
Mercedes-Benz,GL,127589,2006,NigerianUsed,2500000
Lexus,Es,106434,2010,ForeignUsed,4490000
BMW,320i,212354,2005,NigerianUsed,928400
Hyundai,Ix35,101077,2011,NigerianUsed,4520000
Lexus,Rx,20922,2003,ForeignUsed,3594000
Toyota,Sienna,159368,1999,NigerianUsed,807500
Toyota,Camry,65433,2012,ForeignUsed,4826000
Honda,Pilot,86070,2007,NigerianUsed,1370000
Honda,Pilot,137546,2004,NigerianUsed,1538750
Toyota,Corolla,148074,1999,NigerianUsed,526250
Lexus,Rx,81131,2008,NigerianUsed,4295000
Toyota,Camry,266150,2003,NigerianUsed,1595000
Chevrolet,Aveo,182580,2006,NigerianUsed,582500
Toyota,Sienna,190384,2007,ForeignUsed,2810000
Kia,Rio,142835,2007,NigerianUsed,794000
Toyota,Venza,69422,2009,NigerianUsed,5082500
Mazda,Cx-7,94440,2011,ForeignUsed,3594000
Volvo,S80,46849,1999,NigerianUsed,1145000
Hyundai,Creta,13097,2019,NigerianUsed,8410000
Skoda,Octavia,155585,2008,NigerianUsed,1130000
Nissan,Pathfinder,285506,1997,NigerianUsed,695000
Toyota,4Runner,83108,2003,NigerianUsed,2382500
Toyota,Corolla,89856,2015,ForeignUsed,5050000
Toyota,Corolla,119481,2005,ForeignUsed,2714800
BMW,5,112233,2004,ForeignUsed,1810000
Mercedes-Benz,Gl350,94058,2008,ForeignUsed,8410000
Toyota,Sienna,144742,2002,NigerianUsed,1130000
Lexus,Es,67845,2002,NigerianUsed,1578000
Toyota,Corolla,162650,2010,NigerianUsed,2250000
Mercedes-Benz,GL,65116,2011,NigerianUsed,5610000
Nissan,INFINITY,147837,2003,NigerianUsed,2026000
Honda,Accord,227795,2003,NigerianUsed,962000
Honda,Accord,231072,2003,NigerianUsed,741250
Toyota,Corolla,45057,2016,NigerianUsed,5722000
Toyota,Harrier,73947,2005,NigerianUsed,2270000
Mercedes-Benz,Gl450,82218,2011,NigerianUsed,5645000
Land,Rover,89626,2006,NigerianUsed,3957500
Volkswagen,Golf,121533,1996,NigerianUsed,413750
Toyota,Highlander,150201,2010,ForeignUsed,5645000
Chrysler,300,169544,2006,NigerianUsed,2026000
Saturn,VUE,124556,2004,NigerianUsed,807500
Toyota,Camry,123528,2006,NigerianUsed,1482500
Toyota,Camry,216845,2000,NigerianUsed,807500
Toyota,Solara,197591,2006,NigerianUsed,1354000
Toyota,Corolla,114538,2014,ForeignUsed,6170000
