,car_name,model,Mileage,Year,Condition,Price
2598,20,78,75422.0,2009,0,10725000
2599,0,222,221505.0,2009,0,11315000
2600,20,78,176996.0,2012,0,8015000
2601,20,190,74479.0,2013,0,7015000
2602,20,78,116368.2,2010,0,8515000
2603,20,97,134462.0,2008,0,9015000
2604,20,190,20820.0,2016,0,13515000
2605,20,259,69601.0,2012,2,13015000
2606,11,146,82310.0,2010,0,13015000
2607,12,168,250414.9,2005,0,5015000
2608,12,211,31504.0,2017,2,30015000
2609,12,120,370921.0,2007,0,14515000
2610,12,120,194550.0,2008,0,2515000
2611,20,309,68326.0,2011,0,2797500
2612,1,265,201050.0,2008,0,5685000
2613,12,279,118888.0,2007,0,5115000
2614,12,279,137471.0,2010,0,7765000
2615,14,54,857506.0,2010,0,5315000
2616,12,120,72443.0,2011,0,50015000
2617,20,190,68453.0,2013,0,5015000
2618,12,279,57451.0,2004,0,7115000
2619,14,166,165901.0,2012,0,4815000
2620,20,309,68208.0,2012,0,8515000
2621,12,279,203162.0,2010,0,7615000
2622,12,279,109763.4,2013,0,10725000
2623,14,223,243717.0,2012,0,11315000
2624,20,275,83554.0,2013,0,8015000
2625,20,97,63380.0,2016,0,7015000
2626,8,301,146372.0,2013,0,8515000
2627,12,120,98219.0,2013,0,9015000
2628,20,190,48415.0,2016,0,13515000
2629,14,54,91406.0,2014,0,13015000
2630,14,54,48013.0,2015,0,13015000
2631,20,78,72283.0,2012,0,5015000
2632,12,211,35751.0,2011,0,30015000
2633,20,214,52310.0,2011,0,14515000
2634,18,358,193892.0,2006,0,2515000
2635,20,78,282613.0,2006,0,2797500
2636,20,97,71584.0,2015,0,6515000
2637,20,78,112019.0,2012,0,5680000
2638,20,78,98697.0,2015,0,8770000
2639,20,190,106800.0,2013,0,9285000
2640,12,211,21204.0,2018,0,6215000
2641,20,78,140309.0,2013,0,9315000
2642,20,355,172709.0,2013,0,4765000
2643,14,54,114936.0,2010,0,8265000
2644,20,215,123938.5,2012,0,8265000
2645,20,355,96091.0,2013,0,8265000
2646,20,78,75422.0,2009,0,10725000
2647,0,222,221505.0,2009,0,11315000
2648,20,78,176996.0,2012,0,8015000
2649,20,190,74479.0,2013,0,7015000
2650,20,78,116368.2,2010,0,8515000
2651,20,97,134462.0,2008,0,9015000
2652,20,190,20820.0,2016,0,13515000
2653,20,259,69601.0,2012,2,13015000
2654,11,146,82310.0,2010,0,13015000
2655,12,168,250414.9,2005,0,5815000
2656,12,211,31504.0,2017,2,42515000
2657,12,120,370921.0,2007,0,4415000
2658,12,120,194550.0,2008,0,4645000
2659,20,309,68326.0,2011,0,5515000
2660,1,265,201050.0,2008,0,5685000
2661,12,279,118888.0,2007,0,5115000
2662,12,279,137471.0,2010,0,7765000
2663,14,54,857506.0,2010,0,5315000
2664,12,120,72443.0,2011,0,50015000
2665,20,190,68453.0,2013,0,5015000
2666,12,279,57451.0,2004,0,7115000
2667,14,166,165901.0,2012,0,4815000
2668,20,309,68208.0,2012,0,8515000
2669,12,279,203162.0,2010,0,7615000
2670,12,279,109763.4,2013,0,3515000
2671,14,223,243717.0,2012,0,4215000
2672,20,275,83554.0,2013,0,4865000
2673,20,97,63380.0,2016,0,8815000
2674,8,301,146372.0,2013,0,8515000
2675,12,120,98219.0,2013,0,9015000
2676,20,190,48415.0,2016,0,13515000
2677,14,54,91406.0,2014,0,13015000
2678,14,54,48013.0,2015,0,13015000
2679,20,78,72283.0,2012,0,5015000
2680,12,211,35751.0,2011,0,30015000
2681,20,214,52310.0,2011,0,14515000
2682,18,358,193892.0,2006,0,2515000
2683,20,78,282613.0,2006,0,2797500
2684,20,97,71584.0,2015,0,6515000
2685,20,78,112019.0,2012,0,5680000
2686,20,78,98697.0,2015,0,8770000
2687,20,190,106800.0,2013,0,9285000
2688,12,211,21204.0,2018,0,6215000
2689,20,78,140309.0,2013,0,9315000
2690,20,355,172709.0,2013,0,4765000
2691,14,54,114936.0,2010,0,8265000
2692,20,215,123938.5,2012,0,8265000
2693,20,355,96091.0,2013,0,8265000
2694,20,78,75422.0,2009,0,10725000
2695,0,222,221505.0,2009,0,11315000
2696,20,78,176996.0,2012,0,8015000
2697,20,190,74479.0,2013,0,8815000
2698,20,78,116368.2,2010,0,4865000
2699,20,97,134462.0,2008,0,2815000
2700,20,190,20820.0,2016,0,15015000
2701,20,259,69601.0,2012,2,25015000
2702,11,146,82310.0,2010,0,3515000
2703,12,168,250414.9,2005,0,5815000
2704,12,211,31504.0,2017,2,42515000
2705,12,120,370921.0,2007,0,4415000
2706,12,120,194550.0,2008,0,4645000
2707,20,309,68326.0,2011,0,5515000
2708,1,265,201050.0,2008,0,5685000
2709,12,279,118888.0,2007,0,5115000
2710,12,279,137471.0,2010,0,7765000
2711,14,54,857506.0,2010,0,5315000
2712,12,120,72443.0,2011,0,50015000
2713,20,190,68453.0,2013,0,5015000
2714,12,279,57451.0,2004,0,7115000
2715,14,166,165901.0,2012,0,4815000
2716,20,309,68208.0,2012,0,8515000
2717,12,279,203162.0,2010,0,7615000
2718,12,279,109763.4,2013,0,3515000
2719,14,223,243717.0,2012,0,4215000
2720,20,275,83554.0,2013,0,4865000
2721,20,97,63380.0,2016,0,7015000
2722,8,301,146372.0,2013,0,8515000
2723,12,120,98219.0,2013,0,9015000
2724,20,190,48415.0,2016,0,13515000
2725,14,54,91406.0,2014,0,13015000
2726,14,54,48013.0,2015,0,13015000
2727,20,78,72283.0,2012,0,5015000
2728,12,211,35751.0,2011,0,30015000
2729,20,214,52310.0,2011,0,14515000
2730,18,358,193892.0,2006,0,2515000
2731,20,78,282613.0,2006,0,2797500
2732,20,97,71584.0,2015,0,6515000
2733,20,78,112019.0,2012,0,5680000
2734,20,78,98697.0,2015,0,8770000
2735,20,190,106800.0,2013,0,9285000
2736,12,211,21204.0,2018,0,6215000
2737,20,78,140309.0,2013,0,9315000
2738,20,355,172709.0,2013,0,4765000
2739,14,54,114936.0,2010,0,8265000
2740,20,215,123938.5,2012,0,8265000
2741,20,355,96091.0,2013,0,8265000
2742,20,78,75422.0,2009,0,10725000
2743,0,222,221505.0,2009,0,4215000
2744,20,78,176996.0,2012,0,4865000
2745,20,190,74479.0,2013,0,8815000
2746,20,78,116368.2,2010,0,4865000
2747,20,97,134462.0,2008,0,2815000
2748,20,190,20820.0,2016,0,15015000
2749,20,259,69601.0,2012,2,25015000
2750,11,146,82310.0,2010,0,3515000
2751,12,168,250414.9,2005,0,5815000
2752,12,211,31504.0,2017,2,42515000
2753,12,120,370921.0,2007,0,4415000
2754,12,120,194550.0,2008,0,4645000
2755,20,309,68326.0,2011,0,5515000
2756,1,265,201050.0,2008,0,5685000
2757,12,279,118888.0,2007,0,5115000
